dataset,obj_id,lat,lon
NYC,4341351,40.74560411754387,-73.99915786228067
NYC,4341375,40.74313262641509,-73.99338835094339
NYC,4341375,40.74158950106383,-73.98996975531915
NYC,4341375,40.74216463055555,-73.98717838611111
NYC,4341375,40.75517985454546,-73.97373552727274
NYC,4341375,40.755191477142866,-73.97335429428568
NYC,4341375,40.75527822121213,-73.97498084242424
NYC,4341406,40.73595594249999,-74.001441945
NYC,4341406,40.73360760666667,-74.00236178133332
NYC,4341406,40.7342897508772,-74.00263452543861
NYC,4341406,40.733924675757564,-74.00267906363635
NYC,4341425,40.71852187083334,-74.00069348124997
NYC,4341425,40.71635927053571,-73.99641418660714
NYC,4344793,40.71917627,-73.9908173892857
NYC,4344793,40.71792813111111,-73.98681800666668
NYC,4344893,40.696425468,-73.98883143666666
NYC,4344893,40.69610066964286,-73.98737045535714
NYC,4344893,40.69600052692307,-73.98491585576924
NYC,4344893,40.69347103611111,-73.97801646944441
NYC,4344935,40.71971869333334,-73.99305979666666
NYC,4344935,40.72338477580645,-73.99117410967742
NYC,4344935,40.72871625193799,-73.98799898062015
NYC,4344955,40.73263387034482,-73.98566865793101
NYC,4344955,40.73244414576271,-73.98518543220341
NYC,4344955,40.75066712348484,-73.97424999015152
NYC,4344955,40.75129891639344,-73.97595296229507
NYC,4345013,40.720208664999994,-73.99280939249999
NYC,4345013,40.71774141875001,-73.98607167291667
NYC,4345013,40.708480290000004,-73.95830194
NYC,4345080,40.78419230000002,-73.94685058437499
NYC,4345080,40.78514423984375,-73.94909232968749
NYC,4345080,40.795113654761906,-73.97095217222224
NYC,4345080,40.7915533975,-73.9743617975
NYC,4345140,40.70062491388888,-73.99084853888888
NYC,4351955,40.7142791775,-74.00576532499997
NYC,4351955,40.713656135142855,-74.00637164914285
NYC,4351955,40.699813229090914,-73.99055450181818
NYC,4352180,40.76734671343284,-73.9864176761194
NYC,4352180,40.766229782499984,-73.98368434666665
NYC,4352180,40.762491784426224,-73.98257019877049
NYC,4352180,40.761973091666654,-73.98339928888888
NYC,4352347,40.71990688148148,-73.97852308148147
NYC,4352347,40.722135519999995,-73.985935716
NYC,4352347,40.72130727837839,-73.98684797297295
NYC,4352347,40.7187553175,-73.988197734375
NYC,4352426,40.76062351875001,-73.98988996250002
NYC,4352426,40.75989486122451,-73.98818899183671
NYC,4352426,40.7581042023077,-73.98539760307689
NYC,4352426,40.75958445144694,-73.98937210225083
NYC,4352426,40.760138043750004,-73.99070076704544
NYC,4355889,40.760181096428575,-73.99508291309526
NYC,4355889,40.77462738265306,-73.9846592377551
NYC,4355889,40.77533141296296,-73.98450242839507
NYC,4355926,40.76420641360295,-73.98677114926471
NYC,4355926,40.76360234324326,-73.98540486756757
NYC,4355926,40.76275071428572,-73.98333668285714
NYC,4355926,40.758513000000015,-73.97325597387386
NYC,4355926,40.75560621666666,-73.96802036666666
NYC,4358795,40.74903344999999,-73.99540057971016
NYC,4358795,40.751470417763166,-73.99404239144737
NYC,4358795,40.75216206666666,-73.9956786321549
NYC,4358795,40.752495543,-73.996500158
NYC,4358795,40.75189032564102,-73.99726815897435
NYC,4358825,40.7499033164634,-73.99521882987804
NYC,4358825,40.75074533333333,-73.99454517037037
NYC,4358825,40.752081346031744,-73.99348384126979
NYC,4358825,40.752014281696425,-73.99316665044644
NYC,4358825,40.7478303975,-73.98329209374997
NYC,4359288,40.75161186486486,-73.98795852162162
NYC,4359288,40.750803565853644,-73.98785558048782
NYC,4359288,40.73416687462687,-73.99969124626865
NYC,4359288,40.731193542253514,-73.99942046478873
NYC,4359354,40.754127885106385,-73.98708895106382
NYC,4359354,40.75911168043477,-73.98426775072461
NYC,4359354,40.76047667752525,-73.98951644267676
NYC,4362029,40.72543150294118,-73.99207677058824
NYC,4362029,40.74877665777776,-73.98801910518517
NYC,4362094,40.76149881860466,-73.95738751627906
NYC,4362107,40.71938699166667,-73.9770281202381
NYC,4362107,40.71510696875001,-73.983780740625
NYC,4362107,40.71644251111111,-73.98606279333332
NYC,4362107,40.72096075932203,-73.98113427627119
NYC,4362139,40.73605598666667,-73.98723572761902
NYC,4362139,40.74507755128205,-74.00547585641024
NYC,4362139,40.74572432121213,-74.00562923939393
NYC,4362202,40.78814394491525,-73.95559956059323
